Feature,Value,Model,test_set
error,0,Lars(random_state=6477),"('subject_12', 'subject_15', 'subject_5')"
error,0,HuberRegressor(),"('subject_12', 'subject_15', 'subject_5')"
error,0,DummyRegressor(),"('subject_12', 'subject_15', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_15', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=6477),"('subject_12', 'subject_15', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=6477),"('subject_12', 'subject_15', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2841)","('subject_12', 'subject_15', 'subject_6')"
error,0,LGBMRegressor(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,AdaBoostRegressor(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_15', 'subject_6')"
error,0,Ridge(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,Lars(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,HuberRegressor(),"('subject_12', 'subject_15', 'subject_6')"
error,0,BayesianRidge(),"('subject_12', 'subject_15', 'subject_6')"
error,0,ElasticNet(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,Lasso(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,LassoLars(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_15', 'subject_6')"
error,0,DummyRegressor(),"('subject_12', 'subject_15', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2841)","('subject_12', 'subject_15', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_15', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=2841),"('subject_12', 'subject_15', 'subject_6')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=916)","('subject_12', 'subject_15', 'subject_7')"
error,0,LGBMRegressor(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,GradientBoostingRegressor(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,AdaBoostRegressor(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=916)","('subject_12', 'subject_15', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_15', 'subject_7')"
error,0,Ridge(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,Lars(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,BayesianRidge(),"('subject_12', 'subject_15', 'subject_7')"
error,0,ElasticNet(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,Lasso(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,LassoLars(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,DummyRegressor(),"('subject_12', 'subject_15', 'subject_7')"
error,0,HuberRegressor(),"('subject_12', 'subject_15', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_15', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_15', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=916),"('subject_12', 'subject_15', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5014)","('subject_12', 'subject_15', 'subject_8')"
error,0,LGBMRegressor(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5014)","('subject_12', 'subject_15', 'subject_8')"
error,0,AdaBoostRegressor(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_15', 'subject_8')"
error,0,Ridge(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,HuberRegressor(),"('subject_12', 'subject_15', 'subject_8')"
error,0,BayesianRidge(),"('subject_12', 'subject_15', 'subject_8')"
error,0,ElasticNet(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,Lasso(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,LassoLars(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_15', 'subject_8')"
error,0,DummyRegressor(),"('subject_12', 'subject_15', 'subject_8')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_15', 'subject_8')"
error,0,DecisionTreeRegressor(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,PassiveAggressiveRegressor(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,Lars(random_state=5014),"('subject_12', 'subject_15', 'subject_8')"
error,0,LGBMRegressor(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=803)","('subject_12', 'subject_15', 'subject_9')"
error,0,GradientBoostingRegressor(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,AdaBoostRegressor(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=803)","('subject_12', 'subject_15', 'subject_9')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_15', 'subject_9')"
error,0,Ridge(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,Lars(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,BayesianRidge(),"('subject_12', 'subject_15', 'subject_9')"
error,0,ElasticNet(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,HuberRegressor(),"('subject_12', 'subject_15', 'subject_9')"
error,0,Lasso(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,LassoLars(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_15', 'subject_9')"
error,0,DummyRegressor(),"('subject_12', 'subject_15', 'subject_9')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_15', 'subject_9')"
error,0,DecisionTreeRegressor(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,PassiveAggressiveRegressor(random_state=803),"('subject_12', 'subject_15', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5768)","('subject_12', 'subject_16', 'subject_17')"
error,0,GradientBoostingRegressor(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,LGBMRegressor(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,AdaBoostRegressor(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5768)","('subject_12', 'subject_16', 'subject_17')"
error,0,Ridge(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_17')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_17')"
error,0,Lars(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,ElasticNet(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_17')"
error,0,Lasso(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,LassoLars(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_17')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_17')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_17')"
error,0,DecisionTreeRegressor(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,PassiveAggressiveRegressor(random_state=5768),"('subject_12', 'subject_16', 'subject_17')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=8245)","('subject_12', 'subject_16', 'subject_18')"
error,0,GradientBoostingRegressor(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,LGBMRegressor(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=8245)","('subject_12', 'subject_16', 'subject_18')"
error,0,AdaBoostRegressor(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_18')"
error,0,Ridge(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_18')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_18')"
error,0,LassoLars(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,Lasso(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,ElasticNet(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_18')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_18')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_18')"
error,0,DecisionTreeRegressor(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,Lars(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,PassiveAggressiveRegressor(random_state=8245),"('subject_12', 'subject_16', 'subject_18')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6247)","('subject_12', 'subject_16', 'subject_19')"
error,0,GradientBoostingRegressor(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6247)","('subject_12', 'subject_16', 'subject_19')"
error,0,LGBMRegressor(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,AdaBoostRegressor(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_19')"
error,0,Ridge(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,Lars(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_19')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_19')"
error,0,ElasticNet(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_19')"
error,0,Lasso(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,LassoLars(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_19')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_19')"
error,0,DecisionTreeRegressor(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,PassiveAggressiveRegressor(random_state=6247),"('subject_12', 'subject_16', 'subject_19')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3009)","('subject_12', 'subject_16', 'subject_2')"
error,0,GradientBoostingRegressor(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,LGBMRegressor(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,AdaBoostRegressor(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3009)","('subject_12', 'subject_16', 'subject_2')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_2')"
error,0,Ridge(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_2')"
error,0,ElasticNet(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_2')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_2')"
error,0,Lasso(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,LassoLars(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_2')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_2')"
error,0,PassiveAggressiveRegressor(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,DecisionTreeRegressor(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,Lars(random_state=3009),"('subject_12', 'subject_16', 'subject_2')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=667)","('subject_12', 'subject_16', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,AdaBoostRegressor(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,LGBMRegressor(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_20')"
error,0,Ridge(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,Lars(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,ElasticNet(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_20')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_20')"
error,0,Lasso(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,LassoLars(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_20')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_20')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=667)","('subject_12', 'subject_16', 'subject_20')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_20')"
error,0,DecisionTreeRegressor(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,PassiveAggressiveRegressor(random_state=667),"('subject_12', 'subject_16', 'subject_20')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=3990)","('subject_12', 'subject_16', 'subject_21')"
error,0,GradientBoostingRegressor(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,LGBMRegressor(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=3990)","('subject_12', 'subject_16', 'subject_21')"
error,0,AdaBoostRegressor(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_21')"
error,0,Ridge(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,Lars(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_21')"
error,0,ElasticNet(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_21')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_21')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_21')"
error,0,Lasso(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,LassoLars(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_21')"
error,0,DecisionTreeRegressor(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,PassiveAggressiveRegressor(random_state=3990),"('subject_12', 'subject_16', 'subject_21')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7525)","('subject_12', 'subject_16', 'subject_22')"
error,0,GradientBoostingRegressor(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,LGBMRegressor(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,AdaBoostRegressor(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7525)","('subject_12', 'subject_16', 'subject_22')"
error,0,Lars(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_22')"
error,0,Ridge(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_22')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_22')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_22')"
error,0,Lasso(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,LassoLars(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,ElasticNet(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_22')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_22')"
error,0,DecisionTreeRegressor(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,PassiveAggressiveRegressor(random_state=7525),"('subject_12', 'subject_16', 'subject_22')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5443)","('subject_12', 'subject_16', 'subject_24')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5443)","('subject_12', 'subject_16', 'subject_24')"
error,0,GradientBoostingRegressor(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,LGBMRegressor(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,AdaBoostRegressor(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_24')"
error,0,Ridge(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,Lars(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_24')"
error,0,ElasticNet(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_24')"
error,0,Lasso(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,LassoLars(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_24')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_24')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_24')"
error,0,DecisionTreeRegressor(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,PassiveAggressiveRegressor(random_state=5443),"('subject_12', 'subject_16', 'subject_24')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6226)","('subject_12', 'subject_16', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,LGBMRegressor(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6226)","('subject_12', 'subject_16', 'subject_25')"
error,0,AdaBoostRegressor(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,Lars(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_25')"
error,0,Ridge(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_25')"
error,0,ElasticNet(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_25')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_25')"
error,0,Lasso(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,LassoLars(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_25')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_25')"
error,0,DecisionTreeRegressor(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,PassiveAggressiveRegressor(random_state=6226),"('subject_12', 'subject_16', 'subject_25')"
error,0,GradientBoostingRegressor(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6217)","('subject_12', 'subject_16', 'subject_26')"
error,0,AdaBoostRegressor(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_26')"
error,0,Ridge(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,LGBMRegressor(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,Lars(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_26')"
error,0,ElasticNet(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_26')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_26')"
error,0,Lasso(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,LassoLars(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_26')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6217)","('subject_12', 'subject_16', 'subject_26')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_26')"
error,0,DecisionTreeRegressor(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,PassiveAggressiveRegressor(random_state=6217),"('subject_12', 'subject_16', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2305)","('subject_12', 'subject_16', 'subject_27')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2305)","('subject_12', 'subject_16', 'subject_27')"
error,0,AdaBoostRegressor(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,GradientBoostingRegressor(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,LGBMRegressor(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_27')"
error,0,Ridge(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,Lars(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,ElasticNet(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_27')"
error,0,Lasso(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,LassoLars(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_27')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_27')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_27')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_27')"
error,0,DecisionTreeRegressor(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,PassiveAggressiveRegressor(random_state=2305),"('subject_12', 'subject_16', 'subject_27')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7378)","('subject_12', 'subject_16', 'subject_28')"
error,0,GradientBoostingRegressor(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,LGBMRegressor(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7378)","('subject_12', 'subject_16', 'subject_28')"
error,0,AdaBoostRegressor(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_28')"
error,0,Ridge(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,Lars(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_28')"
error,0,ElasticNet(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_28')"
error,0,Lasso(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,LassoLars(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_28')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_28')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_28')"
error,0,PassiveAggressiveRegressor(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,DecisionTreeRegressor(random_state=7378),"('subject_12', 'subject_16', 'subject_28')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=8778)","('subject_12', 'subject_16', 'subject_29')"
error,0,GradientBoostingRegressor(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,LGBMRegressor(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=8778)","('subject_12', 'subject_16', 'subject_29')"
error,0,AdaBoostRegressor(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_29')"
error,0,Ridge(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,OrthogonalMatchingPursuit(),"('subject_12', 'subject_16', 'subject_29')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_29')"
error,0,LassoLars(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,Lasso(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,ElasticNet(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_29')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_29')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_12', 'subject_16', 'subject_29')"
error,0,Lars(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,DecisionTreeRegressor(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,PassiveAggressiveRegressor(random_state=8778),"('subject_12', 'subject_16', 'subject_29')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7516)","('subject_12', 'subject_16', 'subject_3')"
error,0,GradientBoostingRegressor(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,AdaBoostRegressor(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,LGBMRegressor(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7516)","('subject_12', 'subject_16', 'subject_3')"
error,0,LinearRegression(n_jobs=-1),"('subject_12', 'subject_16', 'subject_3')"
error,0,Ridge(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,ElasticNet(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,HuberRegressor(),"('subject_12', 'subject_16', 'subject_3')"
error,0,DummyRegressor(),"('subject_12', 'subject_16', 'subject_3')"
error,0,LassoLars(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,Lasso(random_state=7516),"('subject_12', 'subject_16', 'subject_3')"
error,0,BayesianRidge(),"('subject_12', 'subject_16', 'subject_3')"
