Feature,Value,Model,test_set
error,0,Lasso(random_state=8706),"('subject_1', 'subject_10', 'subject_33')"
error,0,LassoLars(random_state=8706),"('subject_1', 'subject_10', 'subject_33')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_33')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_33')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_33')"
error,0,Lars(random_state=8706),"('subject_1', 'subject_10', 'subject_33')"
error,0,DecisionTreeRegressor(random_state=8706),"('subject_1', 'subject_10', 'subject_33')"
error,0,PassiveAggressiveRegressor(random_state=8706),"('subject_1', 'subject_10', 'subject_33')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5885)","('subject_1', 'subject_10', 'subject_5')"
error,0,LGBMRegressor(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,GradientBoostingRegressor(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5885)","('subject_1', 'subject_10', 'subject_5')"
error,0,AdaBoostRegressor(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,Lars(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_10', 'subject_5')"
error,0,Ridge(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_5')"
error,0,LassoLars(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,Lasso(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,ElasticNet(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,BayesianRidge(),"('subject_1', 'subject_10', 'subject_5')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_10', 'subject_5')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=5885),"('subject_1', 'subject_10', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2017)","('subject_1', 'subject_10', 'subject_6')"
error,0,LGBMRegressor(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2017)","('subject_1', 'subject_10', 'subject_6')"
error,0,AdaBoostRegressor(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,Ridge(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_10', 'subject_6')"
error,0,Lars(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_10', 'subject_6')"
error,0,ElasticNet(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,BayesianRidge(),"('subject_1', 'subject_10', 'subject_6')"
error,0,Lasso(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,LassoLars(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_6')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=2017),"('subject_1', 'subject_10', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5377)","('subject_1', 'subject_10', 'subject_7')"
error,0,AdaBoostRegressor(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5377)","('subject_1', 'subject_10', 'subject_7')"
error,0,LGBMRegressor(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,Lars(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_10', 'subject_7')"
error,0,Ridge(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_10', 'subject_7')"
error,0,ElasticNet(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,Lasso(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,LassoLars(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_7')"
error,0,BayesianRidge(),"('subject_1', 'subject_10', 'subject_7')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=5377),"('subject_1', 'subject_10', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=651)","('subject_1', 'subject_10', 'subject_8')"
error,0,LGBMRegressor(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=651)","('subject_1', 'subject_10', 'subject_8')"
error,0,AdaBoostRegressor(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,Lars(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_10', 'subject_8')"
error,0,Ridge(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,ElasticNet(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,LassoLars(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,Lasso(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_8')"
error,0,BayesianRidge(),"('subject_1', 'subject_10', 'subject_8')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_8')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_10', 'subject_8')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_8')"
error,0,DecisionTreeRegressor(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,PassiveAggressiveRegressor(random_state=651),"('subject_1', 'subject_10', 'subject_8')"
error,0,LGBMRegressor(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2048)","('subject_1', 'subject_10', 'subject_9')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2048)","('subject_1', 'subject_10', 'subject_9')"
error,0,GradientBoostingRegressor(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,AdaBoostRegressor(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_10', 'subject_9')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_10', 'subject_9')"
error,0,Ridge(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,Lars(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,ElasticNet(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,Lasso(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,LassoLars(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,BayesianRidge(),"('subject_1', 'subject_10', 'subject_9')"
error,0,DummyRegressor(),"('subject_1', 'subject_10', 'subject_9')"
error,0,HuberRegressor(),"('subject_1', 'subject_10', 'subject_9')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_10', 'subject_9')"
error,0,DecisionTreeRegressor(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,PassiveAggressiveRegressor(random_state=2048),"('subject_1', 'subject_10', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5488)","('subject_1', 'subject_12', 'subject_15')"
error,0,LGBMRegressor(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5488)","('subject_1', 'subject_12', 'subject_15')"
error,0,GradientBoostingRegressor(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,AdaBoostRegressor(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_15')"
error,0,Lars(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,Ridge(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,ElasticNet(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_15')"
error,0,Lasso(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,LassoLars(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_15')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_15')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_15')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_15')"
error,0,DecisionTreeRegressor(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,PassiveAggressiveRegressor(random_state=5488),"('subject_1', 'subject_12', 'subject_15')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=1233)","('subject_1', 'subject_12', 'subject_16')"
error,0,GradientBoostingRegressor(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,AdaBoostRegressor(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=1233)","('subject_1', 'subject_12', 'subject_16')"
error,0,LGBMRegressor(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_16')"
error,0,Ridge(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_16')"
error,0,LassoLars(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,Lasso(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_16')"
error,0,ElasticNet(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_16')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_16')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_16')"
error,0,Lars(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,PassiveAggressiveRegressor(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,DecisionTreeRegressor(random_state=1233),"('subject_1', 'subject_12', 'subject_16')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5818)","('subject_1', 'subject_12', 'subject_17')"
error,0,GradientBoostingRegressor(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,LGBMRegressor(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5818)","('subject_1', 'subject_12', 'subject_17')"
error,0,AdaBoostRegressor(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_17')"
error,0,Ridge(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_17')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_17')"
error,0,ElasticNet(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,Lasso(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,LassoLars(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_17')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_17')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_17')"
error,0,Lars(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,DecisionTreeRegressor(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,PassiveAggressiveRegressor(random_state=5818),"('subject_1', 'subject_12', 'subject_17')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6099)","('subject_1', 'subject_12', 'subject_18')"
error,0,GradientBoostingRegressor(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6099)","('subject_1', 'subject_12', 'subject_18')"
error,0,LGBMRegressor(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,AdaBoostRegressor(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_18')"
error,0,Ridge(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_18')"
error,0,ElasticNet(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_18')"
error,0,Lasso(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,LassoLars(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_18')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_18')"
error,0,Lars(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_18')"
error,0,DecisionTreeRegressor(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,PassiveAggressiveRegressor(random_state=6099),"('subject_1', 'subject_12', 'subject_18')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6289)","('subject_1', 'subject_12', 'subject_19')"
error,0,AdaBoostRegressor(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,GradientBoostingRegressor(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,Ridge(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_19')"
error,0,Lars(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6289)","('subject_1', 'subject_12', 'subject_19')"
error,0,ElasticNet(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_19')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_19')"
error,0,Lasso(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,LassoLars(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_19')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_19')"
error,0,LGBMRegressor(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_19')"
error,0,DecisionTreeRegressor(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,PassiveAggressiveRegressor(random_state=6289),"('subject_1', 'subject_12', 'subject_19')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=8904)","('subject_1', 'subject_12', 'subject_2')"
error,0,LGBMRegressor(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=8904)","('subject_1', 'subject_12', 'subject_2')"
error,0,GradientBoostingRegressor(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,AdaBoostRegressor(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,Lars(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_2')"
error,0,Ridge(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_2')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_2')"
error,0,LassoLars(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,Lasso(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,ElasticNet(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_2')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_2')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_2')"
error,0,DecisionTreeRegressor(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,PassiveAggressiveRegressor(random_state=8904),"('subject_1', 'subject_12', 'subject_2')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=709)","('subject_1', 'subject_12', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,AdaBoostRegressor(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=709)","('subject_1', 'subject_12', 'subject_20')"
error,0,LGBMRegressor(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,LinearRegression(n_jobs=-1),"('subject_1', 'subject_12', 'subject_20')"
error,0,Ridge(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,ElasticNet(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,OrthogonalMatchingPursuit(),"('subject_1', 'subject_12', 'subject_20')"
error,0,LassoLars(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,Lasso(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,BayesianRidge(),"('subject_1', 'subject_12', 'subject_20')"
error,0,DummyRegressor(),"('subject_1', 'subject_12', 'subject_20')"
error,0,HuberRegressor(),"('subject_1', 'subject_12', 'subject_20')"
error,0,Lars(random_state=709),"('subject_1', 'subject_12', 'subject_20')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_1', 'subject_12', 'subject_20')"
